chunk_id,session_id,sequence_num,trans_dt,source_id,cur_chunk,cur_chunk_start,cur_chunk_end,ground_truth_label,ground_truth_label_num,ground_truth_label_c,major_trans_timestamp,first_sent_to_second_state
866,2,241,2024-04-28 21:54:14.981040,1," Get the deal now. NordVPN, cybersecurity built for every day.

We welcome you back to NBA Sunday Showcase on ABC presented by Reese's Peanut Butter Cups. If you're wondering, well, is that score real? Yes, that is the real ",01:00:15.000145,01:00:30.000068,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,01:00:19.000000,3
867,2,242,2024-04-28 21:54:14.999040,1," score. Boston, an 82-38 lead over the Warriors. We are ready to start the third quarter in Boston, largest halftime lead in franchise history. So we take a look at our first-half stats brought to you by Chewy. How about Jaylen Brown and Jayson ",01:00:30.000069,01:00:45.000395,SPORTS_BROADCASTING,0,0,,
868,2,243,2024-04-28 21:54:15.013977,1," Tatum outscoring the Warriors as a team?

Just a flawless first half of basketball from the Boston Celtics as we welcome you courtside. Once again, Ryan Ruocco alongside Richard Jefferson. That half, it was just ridiculous ",01:00:45.000396,01:01:00.000678,SPORTS_BROADCASTING,0,0,,
869,2,244,2024-04-28 21:54:15.025077,1," to watch the Celtics operate and talk about some of the gaudy offensive numbers. But Richard, I know you were even more impressed by the Celtics defense in that half.

One hundred percent. Their defense was elite and going against one of the greatest scorers that we have ever seen, Steph Curry. They are just harassing ",01:01:00.000679,01:01:15.000447,SPORTS_BROADCASTING,0,0,,
870,2,245,2024-04-28 21:54:15.033815,1," him. He's doing his normal, ""I'm going to run around nonstop, get to different places."" But here, he is just not seeing any daylight. They have so many qualities. And look, Steph can knock that shot down, but that's not what he wanted. And then Jaylen Brown taking the challenge, picking him ",01:01:15.000448,01:01:30.000425,SPORTS_BROADCASTING,0,0,,
871,2,246,2024-04-28 21:54:15.044767,1," up full court, just making everything more difficult.

There are three defenders around, there is nowhere to go, forces this into a turnover, which leads to great offense. So I'm going to say it starts with their defense and what they are able to do. And look, just ",01:01:30.000426,01:01:45.000463,SPORTS_BROADCASTING,0,0,,
872,2,247,2024-04-28 21:54:15.058765,1," in that first half, it was a Beantown beat down.

Rolls off the tongue.

Yeah, it rolls off.

Well, no Steph Curry to start this third quarter. We know Curry was questionable to play this game with ",01:01:45.000464,01:02:00.000796,SPORTS_BROADCASTING,0,0,,
873,2,248,2024-04-28 21:54:15.071720,1," bursitis in his knee, was two for 13 in the first half, and 0 and nine from three. The 0 for nine, the worst half of his career from three. As we send things over to Cassidy Hubbarth.

Yeah, we also ",01:02:00.000797,01:02:15.000307,SPORTS_BROADCASTING,0,0,,
874,2,249,2024-04-28 21:54:15.082719,1," saw Klay Thompson leave before the half. He has left hamstring tightness and will not return. Also at the half, I spoke with Steve Kerr, and I just asked him, ""What's his message to the team down so big?"" And he looked me dead in the eye and he said, ""You know, if we had a break here or there, that half would ",01:02:15.000308,01:02:30.000636,SPORTS_BROADCASTING,0,0,,
875,2,250,2024-04-28 21:54:15.092719,1," have been a lot different."" And, you know, RJ, with a PhD in sarcasm, what do you think he meant by that?

I do have a PhD. Thank you. But, look, I think Steve just looks at these, these are one of those games. You play against a team that is ",01:02:30.000637,01:02:45.000120,SPORTS_BROADCASTING,0,0,,
876,2,251,2024-04-28 21:54:15.102724,1," this great, that is rolling, you're on your fourth game on a road trip, guys are a little banged up. And just, they ran into a buzzsaw, a Beantown buzzsaw, if you will.

You really have your alliteration flowing now.

Thank you.

Jackson Davis ",01:02:45.000121,01:03:00.000959,SPORTS_BROADCASTING,0,0,,
877,2,252,2024-04-28 21:54:15.114744,1," able to force it in. So it's Kuminga, Paul, Moody, Quinones, and Jackson-Davis, who start the second half. Just heard the update on Thompson from Cassidy, ",01:03:00.000960,01:03:15.000209,SPORTS_BROADCASTING,0,0,,
878,2,253,2024-04-28 21:54:15.125710,1," after a play and really adjusted nicely to a bench roll of late. We know that the Warriors without Podziemski, without Wiggins in this game. And for Wiggins, this entire road trip dealing with a personal family matter. Steve Kerr saying he does ",01:03:15.000210,01:03:30.000445,SPORTS_BROADCASTING,0,0,,
879,2,254,2024-04-28 21:54:15.135268,1," expect him back at some point. We know he had an extended absence last season, away for personal reasons.

Meanwhile, and we knew the Warriors could...

",01:03:30.000446,01:03:45.000336,SPORTS_BROADCASTING,0,0,,
880,2,255,2024-04-28 21:54:15.145342,1,"

Just say, ""Hey, we might as well rest Steph in the second half."" Whether there was anything about the way he was feeling that prompted that or not, he was questionable coming into the game. They're down by 44 at the half. You have a couple of days off after this, you might as well start to rest now.

Well, yeah, and Steph ",01:03:45.000337,01:04:00.000086,SPORTS_BROADCASTING,0,0,,
881,2,256,2024-04-28 21:54:15.156232,1," was questionable coming into this game. As Al Horford knocks down a three. He was questionable coming into this game, so to give it a go at the first half. Look, Steph could have had 20 points in that first half and their team still would have been down big. So yeah, this is one of those opportunities where ",01:04:00.000087,01:04:15.000990,SPORTS_BROADCASTING,0,0,,
882,2,257,2024-04-28 21:54:15.166232,1," you could see that it is most likely not within reach and it's just best to save those usage minutes.

We had the largest halftime lead in franchise history for the Celtics and the largest halftime deficit in franchise ",01:04:15.000991,01:04:30.000485,SPORTS_BROADCASTING,0,0,,
883,2,258,2024-04-28 21:54:15.176232,1," history for the Warriors. As Tatum rattles in a jumper, 24 points for Jayson Tatum, 25 for Brown, as Paul shovels it in.

And when you're breaking records for the Boston Celtics, that's ",01:04:30.000486,01:04:45.000485,SPORTS_BROADCASTING,0,0,,
884,2,259,2024-04-28 21:54:15.187335,1," different. That's special. That lets you know where your team is.

Wow. A mammoth hammer there from Brown off the delivery from White.

And you see Joe Mazzulla kind of checking the score, checking the clock. How long ",01:04:45.000486,01:05:00.000388,SPORTS_BROADCASTING,0,0,,
885,2,260,2024-04-28 21:54:15.197308,1," does he wanna leave in all of his all-stars?

A pass, a little too strong for Kuminga. Holiday, Brown, spinning, kicking, Tatum, ",01:05:00.000389,01:05:15.000127,SPORTS_BROADCASTING,0,0,,
886,2,261,2024-04-28 21:54:15.206334,1," catch fire. And hit from three. It is a 51-point Boston lead.

This team would have blown out Larry Bird and Kevin McHale right ",01:05:15.000128,01:05:30.000130,SPORTS_BROADCASTING,0,0,,
887,2,262,2024-04-28 21:54:15.216288,1," now the way they were playing.

Oh, my goodness, and doing this without Porzingis, who's been so key to this Celtics team and has been playing particularly well of late.

Well, and again, Jaylen Brown's knocked down some threes. The pressure starts picking up. That's the quickest ",01:05:30.000131,01:05:45.000833,SPORTS_BROADCASTING,0,0,,
888,2,263,2024-04-28 21:54:15.229440,1," way to alleviate pressure is to go back door. And then that 360-pass out the Jayson Tatum, when his feet are set, and he is shooting a set shot, it is just a different player.

Tatum ",01:05:45.000834,01:06:00.000079,SPORTS_BROADCASTING,0,0,,
889,2,264,2024-04-28 21:54:15.240518,1," separates, can't hit, offensive rebound knocked out of bounds out of the arms of White by Quinones, and it will stay with Boston. Richard, how difficult is ",01:06:00.000080,01:06:15.000446,SPORTS_BROADCASTING,0,0,,
890,2,265,2024-04-28 21:54:15.252644,1," it to be on the floor in a game where the score looks like this, both ways, whether you're up or you're down?

Thank you for clarifying. I don't know. I haven't been in many games like this.

A 50-point game?

Yes.

Can you remember a 50-point game you're on the floor?

It has ",01:06:15.000447,01:06:30.000213,SPORTS_BROADCASTING,0,0,,
891,2,266,2024-04-28 21:54:15.263516,1," to be...

Well, I'll research it. down for you.

But I hope they find a positive side.

Yeah. Moody short on a three. Golden State came into this game eight straight road wins. They had the second-best record since the start ",01:06:30.000214,01:06:45.000508,SPORTS_BROADCASTING,0,0,,
892,2,267,2024-04-28 21:54:15.275547,1," of February. Only Boston had been better. Quinones, back iron, no. Jackson-Davis on the flip back. I think Jackson-Davis has been a nice piece ",01:06:45.000509,01:07:00.000244,SPORTS_BROADCASTING,0,0,,
893,2,268,2024-04-28 21:54:15.289630,1," for Golden State this season after he was selected with the 57th pick. Has given them a vertical threat at the five, offensively and defensively, which is different than what their other bigs offer.

Right, and ",01:07:00.000245,01:07:15.000362,SPORTS_BROADCASTING,0,0,,
894,2,269,2024-04-28 21:54:15.303606,1," also haven't gone to school for a few years, having Coach Woodson down there, former Knicks head coach, just having a little bit more I would say readiness.

Polish? Yeah.

More polish to his game. Allowed him to contribute early. Very similar to how players used to be ",01:07:15.000363,01:07:30.000232,SPORTS_BROADCASTING,0,0,,
895,2,270,2024-04-28 21:54:15.315614,1," in this league staying for two or three years.

Well, Joe Mazzulla is gonna take a timeout. We'll see if it leads to changes. His team leads by 51.

When I was diagnosed with HIV, I didn't know who I would be.

",01:07:30.000233,01:07:45.000201,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,01:07:42.000000,5
896,2,271,2024-04-28 21:54:15.326606,1,"

But here I am, being me.

Keep being you and ask your healthcare provider about the number one HIV treatment, Biktarvy.

Biktarvy is a comple one pill, once-a-day treatment used for HIV in many people. Whether you're 18 or 80, with one small pill, Biktarvy fights ",01:07:45.000202,01:08:00.000247,COMMERCIAL,2,1,,
897,2,272,2024-04-28 21:54:15.337234,1," HIV to help you get to undetectable and stay there. Whether you're just starting or replacing your current treatment, research shows that taking HIV treatment as prescribed and getting to and staying undetectable, prevents transmitting HIV through sex. Serious side effects can occur including kidney problems and ",01:08:00.000248,01:08:15.000436,COMMERCIAL,2,1,,
898,2,273,2024-04-28 21:54:15.347154,1," kidney failure. Rare life-threatening side effects include a buildup of lactic acid and liver problems.

Do not take Biktarvy if you take dofetilide or rifampin. Tell your healthcare provider about all the medicines and supplements you take, if you are pregnant or breastfeeding, or if you have kidney or liver problems, including hepatitis. ",01:08:15.000437,01:08:30.000270,COMMERCIAL,2,1,,
899,2,274,2024-04-28 21:54:15.357219,1," If you have hepatitis B, do not stop taking Biktarvy without talking to your healthcare provider. Common side effects are diarrhea, nausea, and headache.

No matter where life takes you, Biktarvy can go with you. Talk to your healthcare provider today.

Hi, I'm Kim, and I lost 67 pounds on Golo. ",01:08:30.000271,01:08:45.000432,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
900,2,275,2024-04-28 21:54:15.367277,1," When I go out with people, they expect me to eat like a bird. They are shocked by the amount of food I eat while losing weight. With Golo, I don't need a cheat day because I get to eat the foods I like any day of the week.

What do you do when your tire goes flat and there's ",01:08:45.000433,01:09:00.000145,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
901,2,276,2024-04-28 21:54:15.376241,1," no air anywhere to fix that? You reach for Bullseye Pro, the smarter, faster, hands-free way to fill it up with air. Bullseye Pro is equipped with a rechargeable lithium-ion power pack. So fast, so strong, and ",01:09:00.000146,01:09:15.000614,COMMERCIAL,2,1,,
902,2,277,2024-04-28 21:54:15.386272,1," so convenient. It's like putting the power of an air compressor in the palm of your hand.

Look, you could inflate all four tires of your car on a single charge or inflate a bag full of soccer balls at practice. Bullseye Pro is ",01:09:15.000615,01:09:30.000953,COMMERCIAL,2,1,,
903,2,278,2024-04-28 21:54:15.397638,1," so advanced it has a built-in smart-pressure digital sensor that gauges and automatically stops when the set tire pressure is reached. Plus, it can be 100% hands-free. You simply set the target pressure and walk ",01:09:30.000954,01:09:45.000504,COMMERCIAL,2,1,,
904,2,279,2024-04-28 21:54:15.410603,1," away, keeping you out of harm's way. Bullseye Pro is lightweight, durable, and powerful enough to inflate this massive monster truck tire.

Plus, it has four ultra-bright LED lights to safely inflate at night. Bullseye ",01:09:45.000505,01:10:00.000451,COMMERCIAL,2,1,,
905,2,280,2024-04-28 21:54:15.420578,1," Pro comes with three custom air nozzles on board so you can easily inflate pool toys, exercise balls, and more. Forget driving to the gas station. Bullseye Pro is your anywhere, anytime inflation station. Call or ",01:10:00.000452,01:10:15.000243,COMMERCIAL,2,1,,
906,2,281,2024-04-28 21:54:15.431701,1," go online now and get the complete Bullseye Pro inflation system, all for the factory direct price of just $79.99. It comes with a 90-day money-back guarantee. Plus, we'll ship your entire order free. That's right, ",01:10:15.000244,01:10:30.000389,COMMERCIAL,2,1,,
907,2,282,2024-04-28 21:54:15.447429,1," free shipping. But to really inflate this offer, we'll give you a 50% discount on a second one. You get it all, an incredible value for one low price. Call or go online to order now.

To order call ",01:10:30.000390,01:10:44.000952,COMMERCIAL,2,1,,
908,2,283,2024-04-28 21:54:15.473379,1," 1-800-477-7261 or go to getbullseyepro.com. So call 1-800-477-7261 or order online at getbullseyepro.com. Order now.

This copyrighted broadcast of the National Basketball Association ",01:10:44.000953,01:11:00.000112,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,01:10:57.000000,4
909,2,284,2024-04-28 21:54:15.492941,1," may not be re-transmitted, reproduced, re-broadcast, or otherwise distributed and used in any form without the express written consent of the NBA.

Well, tonight on ESPN, we have an NBA Sunday double header for you. Two great games. Donovan Mitchell and the Cavs hosting Jalen Brunson and the Knicks, ",01:11:00.000113,01:11:15.000425,SPORTS_BROADCASTING,0,0,,
910,2,285,2024-04-28 21:54:15.505076,1," at 7:00 Eastern. And then, Shai Gilgeous-Alexander and the Thunder taking on Kevin Durant the Suns. Coverage tips at 6:00 Eastern with NBA Countdown.

How about what Shai has done this season? Thirty-one a game on 55% ",01:11:15.000426,01:11:30.000901,SPORTS_BROADCASTING,0,0,,
911,2,286,2024-04-28 21:54:15.514980,1," shooting, six and a half assists, more than two steals, and has this young Thunder team competing for the top record in the West ahead of schedule.

Ahead of schedule, but who's scheduled? Because my thing is this, that team, ",01:11:30.000902,01:11:45.000484,SPORTS_BROADCASTING,0,0,,
912,2,287,2024-04-28 21:54:15.525090,1," especially if they added Chet Holmgren, obviously, this year, who's been outstanding. I would just say, I still wish that team would have gotten a little help because there's not many people picking that team to go to the NBA finals or even the conference finals. Now, picks ",01:11:45.000485,01:12:00.000119,SPORTS_BROADCASTING,0,0,,
913,2,288,2024-04-28 21:54:15.535584,1," don't win you games. But I do believe good roster construction does and I think they're very, very close to having that team.

There's Saric. Draymond Green, Klay Thompson, and Steph Curry all did not start the second half after the Warriors ",01:12:00.000120,01:12:15.000830,SPORTS_BROADCASTING,0,0,,
914,2,289,2024-04-28 21:54:15.549676,1," trailed by 44 at halftime. Nice throw down there from Moody. And the Celtics have emptied their bench now too. Their starters Sans  Porzingis, who was out today, did start the third ",01:12:15.000831,01:12:30.000320,SPORTS_BROADCASTING,0,0,,
915,2,290,2024-04-28 21:54:15.563687,1," quarter, but no more work to be done for Jaylen Brown and Jayson Tatum. Twenty-seven from Tatum. Brown with 29, including 19 in the first quarter. Paul ",01:12:30.000321,01:12:45.000375,SPORTS_BROADCASTING,0,0,,
916,2,291,2024-04-28 21:54:15.574631,1," short on the three. I'm just gonna have Richard tell stories for the next quarter and a half.

Well, look, I like the young players from both these teams, so there is opportunities for both of them.

As Svi Mykhailiuk kicks the three.

",01:12:45.000376,01:13:00.000193,SPORTS_BROADCASTING,0,0,,
917,2,292,2024-04-28 21:54:15.584702,1,"

I see Chris Paul is still out here trying to still get his rhythm, trying to get his legs.

Yeah, only his fourth game back. He had missed 21 straight with a fractured left hand. ",01:13:00.000194,01:13:15.000757,SPORTS_BROADCASTING,0,0,,
918,2,293,2024-04-28 21:54:15.595688,1," Came back and immediately, Steve Kerr just loved the way that Paul organizes their second unit, the way he solidifies the non-Steph Curry minutes. Hauser, the rainbow is short. Here comes Paul. ",01:13:15.000758,01:13:30.000257,SPORTS_BROADCASTING,0,0,,
919,2,294,2024-04-28 21:54:15.610706,1," Fifty-two points, Celtics advantage. They recently beat Brooklyn by 50 in a game here. As Saric floats it in, plus the foul. ",01:13:30.000258,01:13:45.000360,SPORTS_BROADCASTING,0,0,,
920,2,295,2024-04-28 21:54:15.620766,1,"

I love that Chris Paul is setting up players. You see here, gets the ball out, drops it back into the big. I'm not going to question Chris Paul, but I would say this. I would like to see Chris Paul get going offensively. I think if this team is going to ",01:13:45.000361,01:14:00.000406,SPORTS_BROADCASTING,0,0,,
921,2,296,2024-04-28 21:54:15.630730,1," hit a certain mark, scare some people in that first round, if they can get out of that 10-11 range, Chris Paul is gonna have to be more of an offensive force, you know, 10 to 15 points every single night versus just a setup man.

That's been the one thing that ",01:14:00.000407,01:14:15.000390,SPORTS_BROADCASTING,0,0,,
922,2,297,2024-04-28 21:54:15.641311,1," hasn't been there for Paul this season is his shooting, shooting just 43% from the floor. And speaking of getting out of where the Warriors are in the standings, as Brissett can't finish, you asked Steve Kerr about, okay, ""What is the focus ",01:14:15.000391,01:14:30.000205,SPORTS_BROADCASTING,0,0,,
923,2,298,2024-04-28 21:54:15.651305,1," here immediately as you start to play better down the stretch of the season?"" He said, ""Look, there is a big difference being seven and eight or being nine and 10."" He said, ""Ultimately, our focus is trying to get to five or six in the West. Butyou really want to make sure you're not in that ",01:14:30.000206,01:14:45.000048,SPORTS_BROADCASTING,0,0,,
924,2,299,2024-04-28 21:54:15.661421,1," 9-10 game where you have no room for error in the playing.""

Well, and especially, they have lost in those games before, losing to the Lakers and LeBron James. So I think this Golden State Warriors team, we were talking about OKC. I would love to see that matchup versus ",01:14:45.000049,01:15:00.000294,SPORTS_BROADCASTING,0,0,,
925,2,300,2024-04-28 21:54:15.671446,1," OKC or Minnesota. Two teams that are talented, but maybe not a ton of playoff experience. So them versus the Lakers, possibly would be an interesting first-round matchup. I think the first-round matchup for Boston is a lot less interesting, ",01:15:00.000295,01:15:15.000467,SPORTS_BROADCASTING,0,0,,
926,2,301,2024-04-28 21:54:15.682398,1," in my opinion, who they could potentially face.

Unless you end up with Miami Heat as an eighth seed.

Don't...you're not allowed to say those words here in Boston.

You're right. I'm sorry. I forgot. Here's Pritchard shoveling it inside.

",01:15:15.000468,01:15:30.000161,SPORTS_BROADCASTING,0,0,,
927,2,302,2024-04-28 21:54:15.693870,1,"



",01:15:30.000162,01:15:41.000125,SPORTS_BROADCASTING,0,0,,
928,2,303,2024-04-28 21:54:15.705813,1,"

There is some history on the line here, Richard, for the Celtics. ",01:15:41.000126,01:15:45.000133,SPORTS_BROADCASTING,0,0,,
929,2,304,2024-04-28 21:54:15.715866,1," If they win by 50, they would be the first team in NBA history to win three games by 50 or more points in a single season. That's the thing that the way...this is gonna obviously inflate their ",01:15:45.000134,01:16:00.000121,SPORTS_BROADCASTING,0,0,,
930,2,305,2024-04-28 21:54:15.728056,1," margin of victory even more. But the way they are playing this season, they are doing historic things in this regular season. And as we see those banners, we know this is a franchise steeped in accomplishment and history.

",01:16:00.000122,01:16:15.000240,SPORTS_BROADCASTING,0,0,,
931,2,306,2024-04-28 21:54:15.741578,1,"

Just to me, when I look at this Boston Celtics team, their goal, they should accept the pressure. They should accept the pressure no different than you would accept the disappointment of not getting something done, so they should be applying. I know Joe Mazzulla talked about, ",01:16:15.000241,01:16:30.000379,SPORTS_BROADCASTING,0,0,,
932,2,307,2024-04-28 21:54:15.752679,1," ""Hey, I want our guys to enjoy the journey, enjoy this. Don't put this pressure on yourself in the middle of the regular season."" But at some point in time, you have to look around and say, we are the best team in this league. We play like it, we act like it, and if we don't, then we deserve ",01:16:30.000380,01:16:45.000803,SPORTS_BROADCASTING,0,0,,
933,2,308,2024-04-28 21:54:15.763673,1," the intensity that comes with that. Because they are the best team in the league, and they are playing as such.

Hauser can't hit the three. An interesting story sort of in regard to that. A couple of summers ago, after the Celtics had ",01:16:45.000804,01:17:00.000412,SPORTS_BROADCASTING,0,0,,
934,2,309,2024-04-28 21:54:15.773574,1," lost in the finals to the Warriors, Jayson Tatum and Jaylen Brown kept having people come up to them congratulating them on such a great season, and they said, you know, ""We know it was well-intentioned, but every time it would be brought up, it was a dagger in the heart."" ",01:17:00.000413,01:17:15.000596,SPORTS_BROADCASTING,0,0,,
935,2,310,2024-04-28 21:54:15.784573,1," Because they were stewing in the aftermath of that finals loss, just waiting for another opportunity. Well, they're doing everything they can this regular season to build towards the big playoffs.

",01:17:15.000597,01:17:26.000557,SPORTS_BROADCASTING,0,0,,
936,2,311,2024-04-28 21:54:15.793573,1,"



",01:17:26.000558,01:17:58.000983,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,01:17:35.000000,1
937,2,312,2024-04-28 21:54:15.804704,1,"

Introducing the ",01:17:58.000984,01:18:00.000177,COMMERCIAL,2,1,,
938,2,313,2024-04-28 21:54:15.817414,1," all-new 2024 Lincoln Nautilus Hybrid.

You know what I love more than saving money? Saving twice as much money. That's why I love Simplifi by Quicken. It shows me how much I'm spending on eating out, online shopping, and entertainment. ",01:18:00.000178,01:18:15.000009,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
939,2,314,2024-04-28 21:54:15.827451,1," It creates a personalized spending plan so I always know how much I can spend and save. Simplifi even tracks my refunds for me. How much more could you save? Take the Simplifi challenge and find out. Named the best budgeting app by ""The New York Times"" ",01:18:15.000010,01:18:30.000271,COMMERCIAL,2,1,,
940,2,315,2024-04-28 21:54:15.838969,1," Wirecutter.

Start today.

Ro Sparks, engineered for the spontaneous. A dual-action formula with the active ingredients of Viagra and Cialis. Faster acting and long-lasting. Grab the ",01:18:30.000272,01:18:45.000208,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
941,2,316,2024-04-28 21:54:15.850968,1," moment. Get started at ro.co/sparks.

Homeaglow just cleaned my entire house for $19. Seriously, $19. They ",01:18:45.000209,01:19:00.000097,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
942,2,317,2024-04-28 21:54:15.864492,1," showed up right on time and did my dishes, my laundry, they even cleaned my windows. You just pick a date, pick a cleaner, and enjoy a spotless house for $19. I love using Homeaglow, and I think you will too.

",01:19:00.000098,01:19:15.000444,COMMERCIAL,2,1,,
943,2,318,2024-04-28 21:54:15.877063,1,"



",01:19:15.000445,01:19:37.000795,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
944,2,319,2024-04-28 21:54:15.887091,1,"

At Honda, we've chased down a lot of dreams, each one leading to the next, all the way to our latest. ",01:19:37.000796,01:19:45.000188,COMMERCIAL,2,1,,
945,2,320,2024-04-28 21:54:15.898090,1," Introducing the all-new, all-electric Honda Prologue. Our latest innovation on the road to being carbon neutral by 2050. And certainly, not our last.

",01:19:45.000189,01:20:00.000772,COMMERCIAL,2,1,,
946,2,321,2024-04-28 21:54:15.909076,1,"

I'm Sandra, this is Jorge, and we were adopted in 2019. I remember when they first came to us. Michael was already a teenager. ",01:20:00.000773,01:20:15.000385,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
947,2,322,2024-04-28 21:54:15.918213,1," The whole cliche of they're so lucky to have you guys.

No.

And it's the other way around. They have changed our family for the better. They chose to love us, they didn't have to, they chose us. Family.

Learn about ",01:20:15.000386,01:20:30.000484,COMMERCIAL,2,1,,
948,2,323,2024-04-28 21:54:15.933349,1," adopting a teen from foster care. You can't imagine the reward. Visit adoptuskids.org.

Richard, we've been talking about the historic performance the Celtics have put forth thus far this afternoon. Well, so far ",01:20:30.000485,01:20:45.000230,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,01:20:37.000000,4
949,2,324,2024-04-28 21:54:15.943994,1," this season, they have as well. The last 25 seasons, only three teams have finished in the top three in both offensive and defense efficiency. Two championship Warriors teams, and then last year, Celtics who, of course, lost in the Eastern Conference Finals ",01:20:45.000231,01:21:00.000281,SPORTS_BROADCASTING,0,0,,
950,2,325,2024-04-28 21:54:15.953977,1," to the Miami Heat. And this year, Celtics on pace to join them, they're actually top two right now in offensive and defensive efficiency.

Well, let me say this, Coach Mazzulla talked about it and he just said, ""Hey, look, this might be the best team where all the roles are defined and the players are ",01:21:00.000282,01:21:15.000180,SPORTS_BROADCASTING,0,0,,
951,2,326,2024-04-28 21:54:15.963920,1," excelling in those roles."" As you see Moody get fouled. As a player that has lost in three NBA finals, I will tell you that the congratulations for a very good season at the end of the year does not feel good. They need to approach this ",01:21:15.000181,01:21:30.000296,SPORTS_BROADCASTING,0,0,,
952,2,327,2024-04-28 21:54:15.979875,1," as, we are the best team, it doesn't matter who the defending champions are, that was last year, this year we are the best team in the league and we're gonna win a championship. That should be their focus and their attitude.

Taking a look at the upcoming national TV schedule. NBA TV Monday, ",01:21:30.000297,01:21:45.000177,SPORTS_BROADCASTING,0,0,,
953,2,328,2024-04-28 21:54:15.988927,1," Milwaukee hosts Clippers, that should be a fun one. OKC in L.A. to face the Lakers as well. And TNT Tuesday, Boston at Cleveland, Denver welcomes Phoenix. For more on these games, please go to nba.com or visit the NBA app.

",01:21:45.000178,01:22:00.000182,SPORTS_BROADCASTING,0,0,,
954,2,329,2024-04-28 21:54:15.998984,1,"

The Celtics also have gotten great production this season from the bench as well, Payton Pritchard, Sam Hauser, Luke Kornet, steady members of that bench. Al Horford, ",01:22:00.000183,01:22:15.000627,SPORTS_BROADCASTING,0,0,,
955,2,330,2024-04-28 21:54:16.008939,1," of course as well, who started today with Porzingis out. And then, what Brad Stevens and Joe Mazzulla like about the acquisitions of Jaden Springer and Xavier Tillman is it just gives them some optionality depending on a matchup. ",01:22:15.000628,01:22:30.000407,SPORTS_BROADCASTING,0,0,,
956,2,331,2024-04-28 21:54:16.018993,1," Maybe somebody doesn't have it going off the bench. This gives them a few more options as they look to make that two-month postseason journey to a title in June. As Hauser hits the three.

And look, I ",01:22:30.000408,01:22:45.000888,SPORTS_BROADCASTING,0,0,,
957,2,332,2024-04-28 21:54:16.028993,1," love Payton Pritchard. I did his games when he was at Oregon, just such a heavy point guard, four-year player, was, you know, really elite in college and comes in here. They've got so many guards and so many ball handlers and he still finds a way to have an impact. He is ",01:22:45.000889,01:23:00.000441,SPORTS_BROADCASTING,0,0,,
958,2,333,2024-04-28 21:54:16.038588,1," such an important piece. And in my opinion, would be playing huge minutes for a lot of other high-level teams in this league and it just adds to their bench depth and what he's able to do.

You see this Payton Pritchard working and pick and roll, finishing there. He doesn't ",01:23:00.000442,01:23:15.000113,SPORTS_BROADCASTING,0,0,,
959,2,334,2024-04-28 21:54:16.048667,1," even typically have a position because if he's playing on the court with Derrick White or Jrue Holiday, or even the two wings, he just plays off the ball and has found a way to kind of implement himself in what they're doing even though, traditionally, he has been a point guard his entire ",01:23:15.000114,01:23:30.000627,SPORTS_BROADCASTING,0,0,,
960,2,335,2024-04-28 21:54:16.058688,1," life.

Well, and one of the things we talked a few weeks ago with Joe Mazzulla about was those role players are very consistent now and good two ways. Kevon Looney is ",01:23:30.000628,01:23:45.000316,SPORTS_BROADCASTING,0,0,,
961,2,336,2024-04-28 21:54:16.068607,1," asking for a timeout there. Not sure what he's dealing with, but we're gonna step aside, come right back.

Stay tuned to get this free five-piece ultra nonstick bakeware set from Gotham Steel. Are you tired of pans that ",01:23:45.000317,01:24:00.000380,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,01:23:54.000000,3
962,2,337,2024-04-28 21:54:16.080095,1," burn and lids that don't fit? Worse yet, they're a nightmare to clean. You need a new set, but prices are so high it's obscene. Well, now there's a brand-new professional cookware set that's ultra-durable and nonstick. These pans are super slick, and they can be yours ",01:24:00.000381,01:24:15.000704,COMMERCIAL,2,1,,
963,2,338,2024-04-28 21:54:16.090181,1," for our lowest price ever. Introducing Gotham Steel. Chef-tested cookware designed to make family meals with no sticking and easy cleanup every time.

Gotham Steel is made with cast aluminum and coated with clay ceramic, a fusion of ultra-durable ",01:24:15.000705,01:24:30.000487,COMMERCIAL,2,1,,
964,2,339,2024-04-28 21:54:16.100156,1," titanium and super-slick ceramic. This cookware comes with painted glass lids and is oven-rated up to 500 degrees. So bake meals in the oven that come out perfect every time. Even use metal utensils with no scratching. Plus, the entire set is ",01:24:30.000488,01:24:45.000208,COMMERCIAL,2,1,,
965,2,340,2024-04-28 21:54:16.110147,1," PFOA-free and dishwasher-safe. Other professional cookware sets can cost up to $400, but we have a factory direct deal for you. You can get the Gotham Steel 12-piece set, not for $400 or even $300, but for just five easy payments of ",01:24:45.000209,01:24:59.000959,COMMERCIAL,2,1,,
