block_id,session_id,sequence_num,trans_dt,source_id,cur_chunk,cur_chunk_start,cur_chunk_end,ground_truth_label,ground_truth_label_num,ground_truth_label_c,chunk_id,chunk_overlap_ind
2272,2,351,2024-04-28 21:58:24.194543,1,Grab the moment.,00:23:45.000170,00:24:00.000434,COMMERCIAL,2,1,721,N
2273,2,352,2024-04-28 21:58:24.207564,1,Get started at ro.co/sparks.,00:23:45.000170,00:24:00.000434,COMMERCIAL,2,1,721,N
2274,2,353,2024-04-28 21:58:24.220112,1,Meet the portable blender we can barely keep in stock.,00:23:45.000170,00:24:00.000434,COMMERCIAL,2,1,721,N
2275,2,354,2024-04-28 21:58:24.272409,1,"BlendJet 2 gives you ice-crushing, big blender power on the go, so you can blend up a mouth-watering smoothie, protein shake, or latte wherever you are.",00:24:00.000435,00:24:15.000232,COMMERCIAL,2,1,722,Y
2276,2,355,2024-04-28 21:58:24.285404,1,Recharge quickly with any USB port.,00:24:00.000435,00:24:15.000232,COMMERCIAL,2,1,722,N
2277,2,356,2024-04-28 21:58:24.339304,1,"Best of all it even cleans itself, just blend water with a drop of soap.",00:24:15.000233,00:24:30.000121,COMMERCIAL,2,1,723,Y
2278,2,357,2024-04-28 21:58:24.352482,1,What are you waiting for?,00:24:15.000233,00:24:30.000121,COMMERCIAL,2,1,723,N
2279,2,358,2024-04-28 21:58:24.365484,1,Order yours now from blendjet.com before they sell out again.,00:24:15.000233,00:24:30.000121,COMMERCIAL,2,1,723,N
2280,2,359,2024-04-28 21:58:24.425029,1,"Shopping, working, and relaxing online can attract various digital threats.",00:24:30.000122,00:24:45.000244,COMMERCIAL,2,1,724,Y
2281,2,360,2024-04-28 21:58:24.437597,1,To improve your protection against them just turn on NordVPN.,00:24:30.000122,00:24:45.000244,COMMERCIAL,2,1,724,N
2282,2,361,2024-04-28 21:58:24.451468,1,This cybersecurity app will block web trackers and malware-infected sites.,00:24:30.000122,00:24:45.000244,COMMERCIAL,2,1,724,N
2283,2,362,2024-04-28 21:58:24.525900,1, It will also encrypt your internet traffic without losing a smooth connection.,00:24:45.000245,00:24:57.000000,COMMERCIAL,2,1,725,N
2284,2,363,2024-04-28 21:58:24.539479,1,Choose the VPN recommended by Forbes Advisor.,00:24:45.000245,00:24:57.000000,COMMERCIAL,2,1,725,N
2285,2,364,2024-04-28 21:58:24.551489,1,Get the deal now.,00:24:45.000245,00:24:57.000000,COMMERCIAL,2,1,725,N
2286,2,365,2024-04-28 21:58:24.564488,1,"NordVPN, cybersecurity built for every day.",00:24:45.000245,00:24:57.000000,COMMERCIAL,2,1,725,N
2287,2,366,2024-04-28 21:58:24.576492,1,"In a league full of stars, this doubleheader is ready to shine bright.",00:24:57.000000,00:25:00.000709,SPORTS_BROADCASTING,0,0,725,N
2288,2,367,2024-04-28 21:58:24.624276,1," First, Jimmy Butler and the battle-tested Heat.",00:25:00.000710,00:25:15.000281,SPORTS_BROADCASTING,0,0,726,N
2289,2,368,2024-04-28 21:58:24.636561,1,Visit otherworldly Luka Doncic and his formidable Dallas Mavericks.,00:25:00.000710,00:25:15.000281,SPORTS_BROADCASTING,0,0,726,N
2290,2,369,2024-04-28 21:58:24.682955,1,"Then it's a lead score Jayson Tatum and the east-leading Celtics taking on two-time MVP, Nikola Jokic, and the reigning champion Nuggets.",00:25:15.000282,00:25:30.000223,SPORTS_BROADCASTING,0,0,727,Y
2291,2,370,2024-04-28 21:58:24.694926,1,Two cross-conference matchups with huge stars leading the way.,00:25:15.000282,00:25:30.000223,SPORTS_BROADCASTING,0,0,727,N
2292,2,371,2024-04-28 21:58:24.706925,1,"Heat, Mavericks, Celtics, Nuggets, Thursday.",00:25:15.000282,00:25:30.000223,SPORTS_BROADCASTING,0,0,727,N
2293,2,372,2024-04-28 21:58:24.756567,1,"Let's take a look at who is ruling the court, brought to you by Burger King.",00:25:30.000224,00:25:45.000079,SPORTS_BROADCASTING,0,0,728,Y
2294,2,373,2024-04-28 21:58:24.773475,1,And it is the Boston Celtics.,00:25:30.000224,00:25:45.000079,SPORTS_BROADCASTING,0,0,728,N
2295,2,374,2024-04-28 21:58:24.786476,1,"Look at this distance, 20 feet.",00:25:30.000224,00:25:45.000079,SPORTS_BROADCASTING,0,0,728,N
2296,2,375,2024-04-28 21:58:24.798526,1,"That's a layup for any player in this league and then here, the ball movement has been so impressive.",00:25:30.000224,00:25:45.000079,SPORTS_BROADCASTING,0,0,728,N
2297,2,376,2024-04-28 21:58:24.847277,1,Thirteen assists on 16 made field goals for the Boston Celtics and they are off to a hot start.,00:25:45.000080,00:25:47.000968,SPORTS_BROADCASTING,0,0,729,Y
2298,2,377,2024-04-28 21:58:24.930192,1,"

Start of the second quarter in Boston.",00:26:39.000608,00:26:45.000598,SPORTS_BROADCASTING,0,0,731,N
2299,2,378,2024-04-28 21:58:24.977895,1,The Celtics a 22-point lead after ending the first on a 23 to one run.,00:26:45.000599,00:27:00.000587,SPORTS_BROADCASTING,0,0,732,Y
2300,2,379,2024-04-28 21:58:24.990918,1,As Thompson flips it in.,00:26:45.000599,00:27:00.000587,SPORTS_BROADCASTING,0,0,732,N
2301,2,380,2024-04-28 21:58:25.002896,1,"Now that 23 to one run was over six minutes, and the only point was scored on a defensive three-second violation.",00:26:45.000599,00:27:00.000587,SPORTS_BROADCASTING,0,0,732,N
2302,2,381,2024-04-28 21:58:25.049595,1,It's on a half-quarter since Golden State had a field goal before that Thompson let.,00:27:00.000588,00:27:15.000471,SPORTS_BROADCASTING,0,0,733,Y
2303,2,382,2024-04-28 21:58:25.062290,1,"Here's Tatum, been tested long two, won't go.",00:27:00.000588,00:27:15.000471,SPORTS_BROADCASTING,0,0,733,N
2304,2,383,2024-04-28 21:58:25.072472,1,And now Paul off and running for Golden State.,00:27:00.000588,00:27:15.000471,SPORTS_BROADCASTING,0,0,733,N
2305,2,384,2024-04-28 21:58:25.120887,1, Kuminga dribbles it off his foot for the last six.,00:27:15.000472,00:27:30.000265,SPORTS_BROADCASTING,0,0,734,N
2306,2,385,2024-04-28 21:58:25.133764,1,Hauser will stay here with the Warriors.,00:27:15.000472,00:27:30.000265,SPORTS_BROADCASTING,0,0,734,N
2307,2,386,2024-04-28 21:58:25.180597,1,"Many Warriors fans looked at this game as an opportunity to showcase or measure how Golden State has played of late, 13 and three in their last 16, going up against a team that has been the best team in the NBA this regular season.",00:27:30.000266,00:27:45.000051,SPORTS_BROADCASTING,0,0,735,Y
2308,2,387,2024-04-28 21:58:25.227649,1,"Down a couple of pieces with no Wiggins, no Podziemski, but Boston without Porzingis and so far, it's been all Celtics.",00:27:45.000052,00:28:00.000157,SPORTS_BROADCASTING,0,0,736,Y
2309,2,388,2024-04-28 21:58:25.240159,1,"Look, you do not want to measure yourself up against the Boston Celtics right now the way they're playing on both ends of the floor offensively and defensively.",00:27:45.000052,00:28:00.000157,SPORTS_BROADCASTING,0,0,736,N
2310,2,389,2024-04-28 21:58:25.289586,1,Don't forget the Dallas Mavericks were playing good basketball coming in to their game just a couple of days ago against the Celtics and it was really impressive just to watch their defense lead to offense.,00:28:00.000158,00:28:15.000431,SPORTS_BROADCASTING,0,0,737,Y
2311,2,390,2024-04-28 21:58:25.302059,1,Their offense contributing to what they were able to do on the defensive end.,00:28:00.000158,00:28:15.000431,SPORTS_BROADCASTING,0,0,737,N
2312,2,391,2024-04-28 21:58:25.352227,1,"Everything is clicking right now and they've been primarily healthy, you know, coming into this game minus Porzingis.",00:28:15.000432,00:28:30.000546,SPORTS_BROADCASTING,0,0,738,Y
2313,2,392,2024-04-28 21:58:25.365098,1,Seventh straight game they've had a lead of at least 20 at some point.,00:28:15.000432,00:28:30.000546,SPORTS_BROADCASTING,0,0,738,N
2314,2,393,2024-04-28 21:58:25.377789,1,As Looney blows the bunny and here comes Pritchard.,00:28:15.000432,00:28:30.000546,SPORTS_BROADCASTING,0,0,738,N
2315,2,394,2024-04-28 21:58:25.390198,1,Hauser wide open.,00:28:15.000432,00:28:30.000546,SPORTS_BROADCASTING,0,0,738,N
2316,2,395,2024-04-28 21:58:25.443598,1, He got it on another three.,00:28:30.000547,00:28:45.000277,SPORTS_BROADCASTING,0,0,739,N
2317,2,396,2024-04-28 21:58:25.458685,1,The 11th of the half for Boston.,00:28:30.000547,00:28:45.000277,SPORTS_BROADCASTING,0,0,739,N
2318,2,397,2024-04-28 21:58:25.518661,1,Golden State did trail by 17 in their first meeting back in late December.,00:28:45.000278,00:29:00.000732,SPORTS_BROADCASTING,0,0,740,Y
2319,2,398,2024-04-28 21:58:25.533319,1,A game the Warriors came back to win in overtime.,00:28:45.000278,00:29:00.000732,SPORTS_BROADCASTING,0,0,740,N
2320,2,399,2024-04-28 21:58:25.583962,1,"Only three losses Boston has had this season at home, have come to Western Conference teams, Denver, the Lakers, and the Clippers.",00:29:00.000733,00:29:15.000369,SPORTS_BROADCASTING,0,0,741,Y
2321,2,400,2024-04-28 21:58:25.597191,1,"As Tillman, one of the new acquisitions at the deadline along with James Springer, can't quite flip it in.",00:29:00.000733,00:29:15.000369,SPORTS_BROADCASTING,0,0,741,N
2322,2,401,2024-04-28 21:58:25.610083,1,"Kuminga trying to work Tatum, not easy.",00:29:00.000733,00:29:15.000369,SPORTS_BROADCASTING,0,0,741,N
2323,2,402,2024-04-28 21:58:25.659688,1," Kuminga elevates, can't finish.",00:29:15.000370,00:29:30.000847,SPORTS_BROADCASTING,0,0,742,N
2324,2,403,2024-04-28 21:58:25.672769,1,Now one of four from the floor.,00:29:15.000370,00:29:30.000847,SPORTS_BROADCASTING,0,0,742,N
2325,2,404,2024-04-28 21:58:25.685888,1,Golden State shooting just 32%.,00:29:15.000370,00:29:30.000847,SPORTS_BROADCASTING,0,0,742,N
2326,2,405,2024-04-28 21:58:25.698885,1,Pritchard scoops it in.,00:29:15.000370,00:29:30.000847,SPORTS_BROADCASTING,0,0,742,N
2327,2,406,2024-04-28 21:58:25.711720,1,Timeout Golden State.,00:29:15.000370,00:29:30.000847,SPORTS_BROADCASTING,0,0,742,N
2328,2,407,2024-04-28 21:58:25.787644,1,The Celtics dumping the Warriors here in this first.,00:29:30.000848,00:29:45.000427,COMMERCIAL,2,1,743,Y
2329,2,408,2024-04-28 21:58:25.799207,1,"And I love Pritchard's game over his last five games, he's been averaging 10 points a game.",00:29:30.000848,00:29:45.000427,COMMERCIAL,2,1,743,N
2330,2,409,2024-04-28 21:58:25.812297,1,Really one of the best backup guards in this league.,00:29:30.000848,00:29:45.000427,COMMERCIAL,2,1,743,N
2331,2,410,2024-04-28 21:58:25.869261,1,"

Dip into Typhoon Cove, the metro area's most outrageous indoor water...

Hey, Carl.",00:29:45.000428,00:30:00.000222,COMMERCIAL,2,1,744,N
2332,2,411,2024-04-28 21:58:25.883155,1,Yeah.,00:29:45.000428,00:30:00.000222,COMMERCIAL,2,1,744,N
2333,2,412,2024-04-28 21:58:25.896267,1,We're doing stickers.,00:29:45.000428,00:30:00.000222,COMMERCIAL,2,1,744,N
2334,2,413,2024-04-28 21:58:25.910153,1,We did the water park yesterday.,00:29:45.000428,00:30:00.000222,COMMERCIAL,2,1,744,N
2335,2,414,2024-04-28 21:58:25.922157,1,And you didn't invite me?,00:29:45.000428,00:30:00.000222,COMMERCIAL,2,1,744,N
2336,2,415,2024-04-28 21:58:25.934950,1,"We didn't actually go to...

Was it fun?",00:29:45.000428,00:30:00.000222,COMMERCIAL,2,1,744,N
2337,2,416,2024-04-28 21:58:25.987435,1,"

Never mind, Carl.",00:30:00.000223,00:30:15.000525,COMMERCIAL,2,1,745,N
2338,2,417,2024-04-28 21:58:26.000434,1,"Hi, I'm Tali, and I lost 85 pounds on Golo.",00:30:00.000223,00:30:15.000525,COMMERCIAL,2,1,745,N
2339,2,418,2024-04-28 21:58:26.013493,1,I started Golo because I was unhealthy due to my weight.,00:30:00.000223,00:30:15.000525,COMMERCIAL,2,1,745,N
2340,2,419,2024-04-28 21:58:26.028590,1,"The minute I started taking the Golo release, I knew it's working.",00:30:00.000223,00:30:15.000525,COMMERCIAL,2,1,745,N
2341,2,420,2024-04-28 21:58:26.079682,1, I was not hungry and I did not have any cravings.,00:30:15.000526,00:30:30.000378,COMMERCIAL,2,1,746,N
2342,2,421,2024-04-28 21:58:26.092192,1,"Since losing weight with Golo, I'm healthier now than I've ever been, and my doctor is thrilled.",00:30:15.000526,00:30:30.000378,COMMERCIAL,2,1,746,N
2343,2,422,2024-04-28 21:58:26.105192,1,Golo is so much more than weight loss.,00:30:15.000526,00:30:30.000378,COMMERCIAL,2,1,746,N
2344,2,423,2024-04-28 21:58:26.119701,1,It's going to give you your life back.,00:30:15.000526,00:30:30.000378,COMMERCIAL,2,1,746,N
2345,2,424,2024-04-28 21:58:26.183543,1,"

What's up guys?",00:30:30.000379,00:30:45.000438,COMMERCIAL,2,1,747,N
2346,2,425,2024-04-28 21:58:26.197348,1,What I'm about to show you is going to change the way you shave your head forever.,00:30:30.000379,00:30:45.000438,COMMERCIAL,2,1,747,N
2347,2,426,2024-04-28 21:58:26.210880,1,You can shave your head in 90 seconds or less.,00:30:30.000379,00:30:45.000438,COMMERCIAL,2,1,747,N
2348,2,427,2024-04-28 21:58:26.223808,1,With no cuts or nicks.,00:30:30.000379,00:30:45.000438,COMMERCIAL,2,1,747,N
2349,2,428,2024-04-28 21:58:26.280344,1,Introducing Remington's new and improved Balder Boss with increased flex and five dual-track floating head design.,00:30:45.000439,00:31:00.000459,COMMERCIAL,2,1,748,Y
2350,2,429,2024-04-28 21:58:26.294471,1,"Get over 60% more head coverage for a faster, closer shave and skin-close results.",00:30:45.000439,00:31:00.000459,COMMERCIAL,2,1,748,N
2351,2,430,2024-04-28 21:58:26.307784,1,"And only through this exclusive TV offer, now you can try it in your home for 30 days for just $14.99.",00:30:45.000439,00:31:00.000459,COMMERCIAL,2,1,748,N
2352,2,431,2024-04-28 21:58:26.359236,1,"

Balder Boss is the best, easy, safe way to shave your head wet or dry, in 90 seconds or less without nicks or cuts.",00:31:00.000460,00:31:15.000141,COMMERCIAL,2,1,749,N
2353,2,432,2024-04-28 21:58:26.374153,1,"No nicks, no scrapes.",00:31:00.000460,00:31:15.000141,COMMERCIAL,2,1,749,N
2354,2,433,2024-04-28 21:58:26.387088,1,Fit in the palm of my hand and the results were amazing.,00:31:00.000460,00:31:15.000141,COMMERCIAL,2,1,749,N
2355,2,434,2024-04-28 21:58:26.437515,1,"The 360-degree pivoting neck contours closely around your head curves for maximum contact anytime, anywhere in 90 seconds or less.",00:31:15.000142,00:31:30.000192,COMMERCIAL,2,1,750,Y
2356,2,435,2024-04-28 21:58:26.450565,1,"With exclusive wet tech technology, shave in the shower or with any foam or gel.",00:31:15.000142,00:31:30.000192,COMMERCIAL,2,1,750,N
2357,2,436,2024-04-28 21:58:26.522581,1,"Japanese-grade steel blades and turbo power plow through the thickest of hair yet gentle enough it won't irritate skin, with pure lithium power that lasts up to an incredible 60 minutes.",00:31:30.000193,00:31:45.000709,COMMERCIAL,2,1,751,Y
2358,2,437,2024-04-28 21:58:26.538771,1,That's like one full month of use without a recharge.,00:31:30.000193,00:31:45.000709,COMMERCIAL,2,1,751,N
2359,2,438,2024-04-28 21:58:26.554210,1,Then easily rinses clean.,00:31:30.000193,00:31:45.000709,COMMERCIAL,2,1,751,N
2360,2,439,2024-04-28 21:58:26.606736,1, There's even a pop-up trimmer to complete your perfect groom.,00:31:45.000710,00:32:00.000567,COMMERCIAL,2,1,752,N
2361,2,440,2024-04-28 21:58:26.619177,1,"Now, you can try the Remington Balder boss in your home for 30 days for just $14.99.",00:31:45.000710,00:32:00.000567,COMMERCIAL,2,1,752,N
2362,2,441,2024-04-28 21:58:26.631178,1,"But wait, order now and we'll ship it to you absolutely free.",00:31:45.000710,00:32:00.000567,COMMERCIAL,2,1,752,N
2363,2,442,2024-04-28 21:58:26.683247,1,"You can also get our ear, nose, and brow trimmer for the ultimate groom, free.",00:32:00.000568,00:32:15.000055,COMMERCIAL,2,1,753,Y
2364,2,443,2024-04-28 21:58:26.695708,1,Just pay separate processing and handling.,00:32:00.000568,00:32:15.000055,COMMERCIAL,2,1,753,N
2365,2,444,2024-04-28 21:58:26.708491,1,Every Balder Boss comes with a five-year limited warranty where durability is guaranteed.,00:32:00.000568,00:32:15.000055,COMMERCIAL,2,1,753,N
2366,2,445,2024-04-28 21:58:26.720527,1,Plus a 100% satisfaction guarantee.,00:32:00.000568,00:32:15.000055,COMMERCIAL,2,1,753,N
2367,2,446,2024-04-28 21:58:26.769541,1,"If you don't absolutely love it, send it back but keep the trimmer as our gift just for trying.",00:32:15.000056,00:32:30.000153,COMMERCIAL,2,1,754,Y
2368,2,447,2024-04-28 21:58:26.790873,1,"I got a clean, nice, smooth shade in under 90 seconds.",00:32:15.000056,00:32:30.000153,COMMERCIAL,2,1,754,N
2369,2,448,2024-04-28 21:58:26.808768,1,"No nicks, no cuts.",00:32:15.000056,00:32:30.000153,COMMERCIAL,2,1,754,N
2370,2,449,2024-04-28 21:58:26.826881,1,So order now.,00:32:15.000056,00:32:30.000153,COMMERCIAL,2,1,754,N
2371,2,450,2024-04-28 21:58:26.915403,1,"

The rush to the playoffs, the biggest names, the biggest stage.",00:32:30.000154,00:32:45.000487,SPORTS_BROADCASTING,0,0,755,N
2372,2,451,2024-04-28 21:58:26.930286,1,The Stanley Cup Final returns on ABC and ESPN+.,00:32:30.000154,00:32:45.000487,SPORTS_BROADCASTING,0,0,755,N
2373,2,452,2024-04-28 21:58:26.996493,1,"

A 27-point lead for Joe Mazzulla's Celtics.",00:32:45.000488,00:33:00.000779,SPORTS_BROADCASTING,0,0,756,N
2374,2,453,2024-04-28 21:58:27.018011,1,Three-second violation called there against Golden State.,00:32:45.000488,00:33:00.000779,SPORTS_BROADCASTING,0,0,756,N
2375,2,454,2024-04-28 21:58:27.033913,1,"Joe Mazzulla is still the youngest head coach in the NBA, 35 years old.",00:32:45.000488,00:33:00.000779,SPORTS_BROADCASTING,0,0,756,N
2376,2,455,2024-04-28 21:58:27.084246,1, Tatum leans in and gets fouled by Kuminga.,00:33:00.000780,00:33:15.000453,SPORTS_BROADCASTING,0,0,757,N
2377,2,456,2024-04-28 21:58:27.096726,1,And Jayson Tatum is gonna shoot two.,00:33:00.000780,00:33:15.000453,SPORTS_BROADCASTING,0,0,757,N
2378,2,457,2024-04-28 21:58:27.151037,1," The 22-point differential in the first, the best for the Celtics in any quarter this season.",00:33:15.000454,00:33:30.000103,SPORTS_BROADCASTING,0,0,758,N
2379,2,458,2024-04-28 21:58:27.200631,1," The 13 assists and no turnovers, their most assists without a turnover in a quarter in the last 20 seasons.",00:33:30.000104,00:33:45.000472,SPORTS_BROADCASTING,0,0,759,N
2380,2,459,2024-04-28 21:58:27.213418,1,"Tonight on ESPN, we have an NBA Sunday double header for you, Donovan Mitchell and the Cavs host Jalen Brunson and the Knicks at 7:00 Eastern.",00:33:30.000104,00:33:45.000472,SPORTS_BROADCASTING,0,0,759,N
2381,2,460,2024-04-28 21:58:27.267705,1,"And then, Shai Gilgeous-Alexander and the Thunder taking on Kevin Durant and the Suns.",00:33:45.000473,00:34:00.000362,SPORTS_BROADCASTING,0,0,760,Y
2382,2,461,2024-04-28 21:58:27.280500,1,Coverage tips at 6:00 Eastern with NBA Countdown.,00:33:45.000473,00:34:00.000362,SPORTS_BROADCASTING,0,0,760,N
2383,2,462,2024-04-28 21:58:27.294510,1,"We've had some great games on our air this weekend, huh?",00:33:45.000473,00:34:00.000362,SPORTS_BROADCASTING,0,0,760,N
2384,2,463,2024-04-28 21:58:27.306401,1,"Yes, yes, we have.",00:33:45.000473,00:34:00.000362,SPORTS_BROADCASTING,0,0,760,N
2385,2,464,2024-04-28 21:58:27.320407,1,"Lakers Nuggets last night, too.",00:33:45.000473,00:34:00.000362,SPORTS_BROADCASTING,0,0,760,N
2386,2,465,2024-04-28 21:58:27.332431,1,Congrats to your buddy.,00:33:45.000473,00:34:00.000362,SPORTS_BROADCASTING,0,0,760,N
2387,2,466,2024-04-28 21:58:27.380562,1,"McGraw, 40K.",00:34:00.000363,00:34:15.000641,SPORTS_BROADCASTING,0,0,761,Y
2388,2,467,2024-04-28 21:58:27.393077,1,That's right.,00:34:00.000363,00:34:15.000641,SPORTS_BROADCASTING,0,0,761,N
2389,2,468,2024-04-28 21:58:27.404292,1,"Forty, 10, and 10.",00:34:00.000363,00:34:15.000641,SPORTS_BROADCASTING,0,0,761,N
2390,2,469,2024-04-28 21:58:27.416492,1,Pretty good.,00:34:00.000363,00:34:15.000641,SPORTS_BROADCASTING,0,0,761,N
2391,2,470,2024-04-28 21:58:27.434278,1,"Pretty, pretty good.",00:34:00.000363,00:34:15.000641,SPORTS_BROADCASTING,0,0,761,N
2392,2,471,2024-04-28 21:58:27.447748,1,"Yes, I would agree.",00:34:00.000363,00:34:15.000641,SPORTS_BROADCASTING,0,0,761,N
2393,2,472,2024-04-28 21:58:27.464895,1,"Now, it's been impressive to watch.",00:34:00.000363,00:34:15.000641,SPORTS_BROADCASTING,0,0,761,N
2394,2,473,2024-04-28 21:58:27.485428,1,"Look, their team, they're still trying to find their way.",00:34:00.000363,00:34:15.000641,SPORTS_BROADCASTING,0,0,761,N
2395,2,474,2024-04-28 21:58:27.503840,1,"But ultimately, watching what he's done over the last 20-plus years has been crazy.",00:34:00.000363,00:34:15.000641,SPORTS_BROADCASTING,0,0,761,N
2396,2,475,2024-04-28 21:58:27.573717,1,"

Quinones gives it up.",00:34:15.000642,00:34:30.000620,SPORTS_BROADCASTING,0,0,762,N
2397,2,476,2024-04-28 21:58:27.591611,1,"Kuminga, seven to shoot.",00:34:15.000642,00:34:30.000620,SPORTS_BROADCASTING,0,0,762,N
2398,2,477,2024-04-28 21:58:27.609506,1,Pritchard looking for the steal.,00:34:15.000642,00:34:30.000620,SPORTS_BROADCASTING,0,0,762,N
2399,2,478,2024-04-28 21:58:27.626720,1,Kuminga flips it in.,00:34:15.000642,00:34:30.000620,SPORTS_BROADCASTING,0,0,762,N
2400,2,479,2024-04-28 21:58:27.696305,1,"There has just been nothing close to easy for Golden State against this Boston D.

Well, when you have, you take pride.",00:34:30.000621,00:34:45.000167,SPORTS_BROADCASTING,0,0,763,Y
2401,2,480,2024-04-28 21:58:27.713863,1,You don't get to a top one or two defense without taking pride on that end.,00:34:30.000621,00:34:45.000167,SPORTS_BROADCASTING,0,0,763,N
2402,2,481,2024-04-28 21:58:27.731999,1,And you've seen it.,00:34:30.000621,00:34:45.000167,SPORTS_BROADCASTING,0,0,763,N
2403,2,482,2024-04-28 21:58:27.748545,1,"Their offense, they're sharing the ball.",00:34:30.000621,00:34:45.000167,SPORTS_BROADCASTING,0,0,763,N
2404,2,483,2024-04-28 21:58:27.816394,1,They're taking pride in that and they're sharing the ball in ways that make it almost impossible to guard them.,00:34:45.000168,00:35:00.000517,SPORTS_BROADCASTING,0,0,764,Y
2405,2,484,2024-04-28 21:58:27.836072,1,Yeah.,00:34:45.000168,00:35:00.000517,SPORTS_BROADCASTING,0,0,764,N
2406,2,485,2024-04-28 21:58:27.858207,1,Tatum right to the rack.,00:34:45.000168,00:35:00.000517,SPORTS_BROADCASTING,0,0,764,N
2407,2,486,2024-04-28 21:58:27.875378,1,"Yeah, a lot of those faces thus far for Golden State, looking for answers, finding none.",00:34:45.000168,00:35:00.000517,SPORTS_BROADCASTING,0,0,764,N
2408,2,487,2024-04-28 21:58:27.892526,1,A 29-point deficit.,00:34:45.000168,00:35:00.000517,SPORTS_BROADCASTING,0,0,764,N
2409,2,488,2024-04-28 21:58:27.958925,1,The second-largest deficit the Warriors have faced this season.,00:35:00.000518,00:35:15.000862,SPORTS_BROADCASTING,0,0,765,Y
2410,2,489,2024-04-28 21:58:27.971978,1,Trailed by 41 in a game against the Pelicans on January 10th.,00:35:00.000518,00:35:15.000862,SPORTS_BROADCASTING,0,0,765,N
2411,2,490,2024-04-28 21:58:27.983859,1,"Brown right off the inbound trying to storm in, could not finish.",00:35:00.000518,00:35:15.000862,SPORTS_BROADCASTING,0,0,765,N
2412,2,491,2024-04-28 21:58:27.994818,1,Here comes Kuminga.,00:35:00.000518,00:35:15.000862,SPORTS_BROADCASTING,0,0,765,N
2413,2,492,2024-04-28 21:58:28.043407,1," Moody slices in, and finishes.",00:35:15.000863,00:35:30.000313,SPORTS_BROADCASTING,0,0,766,N
2414,2,493,2024-04-28 21:58:28.057431,1,"And that might be something that the Golden State Warriors, yes, they shoot threes.",00:35:15.000863,00:35:30.000313,SPORTS_BROADCASTING,0,0,766,N
2415,2,494,2024-04-28 21:58:28.070467,1,Do not abandon who you are.,00:35:15.000863,00:35:30.000313,SPORTS_BROADCASTING,0,0,766,N
2416,2,495,2024-04-28 21:58:28.120434,1," You got Steph, you got Klay.",00:35:30.000314,00:35:45.000712,SPORTS_BROADCASTING,0,0,767,N
2417,2,496,2024-04-28 21:58:28.132195,1,You got three-point shooters.,00:35:30.000314,00:35:45.000712,SPORTS_BROADCASTING,0,0,767,N
2418,2,497,2024-04-28 21:58:28.144784,1,"But maybe trying to get downhill, maybe trying to get some free throws.",00:35:30.000314,00:35:45.000712,SPORTS_BROADCASTING,0,0,767,N
2419,2,498,2024-04-28 21:58:28.156940,1,Just something.,00:35:30.000314,00:35:45.000712,SPORTS_BROADCASTING,0,0,767,N
2420,2,499,2024-04-28 21:58:28.168859,1,"You have to lock up the game, either defensively or offensively.",00:35:30.000314,00:35:45.000712,SPORTS_BROADCASTING,0,0,767,N
2421,2,500,2024-04-28 21:58:28.182900,1,"Because this free-flowing style, the Boston Celtics are just eating and eating well.",00:35:30.000314,00:35:45.000712,SPORTS_BROADCASTING,0,0,767,N
2422,2,501,2024-04-28 21:58:28.229777,1,Tatum muscles inside and finishes.,00:35:45.000713,00:36:00.000222,SPORTS_BROADCASTING,0,0,768,Y
2423,2,502,2024-04-28 21:58:28.241419,1,"And Steph Curry clapping, asking for more there from Quinones defensively.",00:35:45.000713,00:36:00.000222,SPORTS_BROADCASTING,0,0,768,N
2424,2,503,2024-04-28 21:58:28.285953,1,Wanted him to come with the help as Curry gets fouled by Tatum and Tatum took a shot to the face from Curry.,00:36:00.000223,00:36:15.000509,SPORTS_BROADCASTING,0,0,769,Y
2425,2,504,2024-04-28 21:58:28.297944,1,The second time a Celtics player has taking a shot from Steph.,00:36:00.000223,00:36:15.000509,SPORTS_BROADCASTING,0,0,769,N
2426,2,505,2024-04-28 21:58:28.343267,1, That's nothing.,00:36:15.000510,00:36:30.000053,SPORTS_BROADCASTING,0,0,770,N
2427,2,506,2024-04-28 21:58:28.354806,1,"But when I say nothing, I mean, like, it wasn't, like, a head bob.",00:36:15.000510,00:36:30.000053,SPORTS_BROADCASTING,0,0,770,N
2428,2,507,2024-04-28 21:58:28.367769,1,"Okay, if we're gonna rank, which one was worse?",00:36:15.000510,00:36:30.000053,SPORTS_BROADCASTING,0,0,770,N
2429,2,508,2024-04-28 21:58:28.380956,1,Who got it worse?,00:36:15.000510,00:36:30.000053,SPORTS_BROADCASTING,0,0,770,N
2430,2,509,2024-04-28 21:58:28.395925,1,Jayson Tatum.,00:36:15.000510,00:36:30.000053,SPORTS_BROADCASTING,0,0,770,N
2431,2,510,2024-04-28 21:58:28.408772,1,Derrick White.,00:36:15.000510,00:36:30.000053,SPORTS_BROADCASTING,0,0,770,N
2432,2,511,2024-04-28 21:58:28.454702,1,"Yeah, Derrick White.",00:36:30.000054,00:36:45.000418,SPORTS_BROADCASTING,0,0,771,Y
2433,2,512,2024-04-28 21:58:28.465792,1,Yeah.,00:36:30.000054,00:36:45.000418,SPORTS_BROADCASTING,0,0,771,N
